title,date,apply,location,company,hire_time,graduate_time,company_industry,company_size,salary,qualifications
Software Engineer Co-Op,11-03-2025,https://jobright.ai/jobs/info/67d0cd9e121f417d69fdfa90?utm_source=1099&utm_campaign=Software Engineer,"Hawthorne, NY",Clarapath,2025-May,2025-May,,51-100,$24-$38.25 /hr,"1. Pursuing a Bachelor’s or Master’s degree in Computer Science, Software Engineering, or a related field
2. Proficiency in programming languages such as Python, C++, or Java
3. Understanding of software development methodologies, version control (Git), and debugging techniques
..."
Software Engineering Intern (Summer 2025),11-03-2025,https://jobright.ai/jobs/info/67d0b45d7128d17e7bd59d32?utm_source=1099&utm_campaign=Software Engineer,"New York, NY",Garage (YC W24),2025-Summer,,Marketplace,01-Oct,$12K-$18K /yr,"1. Strong programming skills, especially in Typescript.
2. Ability and willingness to work in-person in NYC.
3. Readiness to learn and be curious."
Software Development Engineer Intern,11-03-2025,https://jobright.ai/jobs/info/67cba3f055a463a642a68763?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Cambridge, MA
Cambridge US-MA, United States |  N/A",Boston Scientific,2025-May,2025,"Health Care,Medical",10000+,,"1. Current Bachelor's student in your Sophomore, Junior, Senior year, or grad student.
2. Pursuing a degree in Computer Science or Biomedical Engineering
3. Ability to work in the United States without restriction
..."
Software Quality Engineering Intern,11-03-2025,https://jobright.ai/jobs/info/67d096277e8454367617cc48?utm_source=1099&utm_campaign=Software Engineer,"Bedford, MA",Werfen,,,"Health Care,Hospital",5001-10000,,"1. Currently pursuing B.S. in Engineering or Computer Sciences with a minimum of 2 college semesters complete.
2. Requires confidence in using Microsoft Word and Excel tools.
3. Requires Enthusiasm, motivation, initiative and ability to work within an interactive and energetic workplace.
..."
"Intern, Business Operations",11-03-2025,https://jobright.ai/jobs/info/67d0630ef27ebb38864e625d?utm_source=1099&utm_campaign=Software Engineer,"2251 Newlins Road, Easton, PA, 18045, US",Coherent Corp.,,2025,"Aerospace,Industrial",10000+,$23.50-$23.50 /hr,"1. Bachelor of Science in Computer Science
2. Must have experience in programming and previous internship
3. Strong understanding of programming languages such as Python or C#
..."
Technology Summer Internship Engineering - &,10-03-2025,https://jobright.ai/jobs/info/67abdce002474609d6ec7fa6?utm_source=1099&utm_campaign=Software Engineer,"The Woodlands, TX",ALLY Energy,2025-May,2025,"CleanTech,Energy",01-Oct,$22-$44 /hr,"1. Be currently enrolled in a Bachelors’ or Masters’ level degree in Engineering, Technology, Mechanics, other STEM-related program.
2. Have maintained a GPA grade greater than or equal to 3.0 out of 4.0 or the equivalent in your country.
3. Be fluent in oral and written English and have effective communication skills.
..."
Spring 2026 Digital Technology Intern,10-03-2025,https://jobright.ai/jobs/info/67b600a2491738b5c9829a31?utm_source=1099&utm_campaign=Software Engineer,"Louisville, KY","GE Appliances, a Haier company",2026-January,2026,Consumer Goods,10000+,,"1. Currently enrolled in an accredited university pursuing a Bachelor's degree or better in Computer Engineering, Computer Science, Information Systems, Software Engineering, Management Information Systems, Computer Information Technology, Computer Information Systems, Informatics, Data Analytics, or related field
2. Minimum cumulative GPA >=3.0 (out of 4.0)
3. December 2026 or later graduation date
..."
"Summer Internship-Software Engineer Digital Solutions (Framingham, MA)",10-03-2025,https://jobright.ai/jobs/info/67cf68509537071344d88ad8?utm_source=1099&utm_campaign=Software Engineer,"500 Staples Drive, Framingham, MA, 01702, US",Staples Stores,2025-Summer,,"Consumer Electronics,Graphic Design",,$18-$18 /hr,"1. Currently pursuing a bachelor’s degree (rising junior or senior) or master’s degree in computer science, software engineering, data science/analytics, data security or related technology fields.
2. Requires a GPA of 3.0 or higher."
Software Engineering Intern,10-03-2025,https://jobright.ai/jobs/info/67cf5f8a59972c05f13b40a8?utm_source=1099&utm_campaign=Software Engineer,"San Francisco, CA",Brainbase (YC W24),,,"Artificial Intelligence (AI),B2B",01-Oct,$75K-$125K /yr,"1. In SF, or willing to relocate
2. US work permit (we do not currently sponsor H1-Bs, OPTs are fine)
3. 2+ years of software engineering experience (new grads encouraged since pet projects count)
..."
Quality Assurance Test Engineer Intern,10-03-2025,https://jobright.ai/jobs/info/67cf41afc86ff68618d5bfb4?utm_source=1099&utm_campaign=Software Engineer,"Philadelphia, PA",ConnectDER,2025-June,,"Electrical Distribution,Energy Management",Nov-50,$25-$25 /hr,"1. Undergraduate student pursuing a degree in Computer or Electrical Engineering or related field.
2. Experience with testing software and/or hardware products.
3. Previous experience in a lab or field environment working with electrical or mechanical devices.
..."
Research Intern (Intelligent Creation-Vision and Graphics)- 2025 Summer (PhD),10-03-2025,https://jobright.ai/jobs/info/67be0e3c8251a42d8f27a122?utm_source=1099&utm_campaign=Software Engineer,"San Jose, CA",TikTok,2025-May,2025-December,"Content Creators,Content Discovery",10000+,$60-$60 /hr,"1. Able to commit to working for 12 weeks during Summer 2025.
2. Currently pursuing a PhD in Computer Science or a related technical discipline.
3. Strong track record of research in one or more areas of computer vision, computer graphics and machine learning, preferring candidates with publications in top-tier venues such as SIGGRAPH/SIGGRAPH Asia, CVPR, ICCV, ECCV, ICML, NeurIPS, ICLR.
..."
Paid Internship -- Software Development - React (Summer '25),10-03-2025,https://jobright.ai/jobs/info/67cf428073ffb4d315cc281d?utm_source=1099&utm_campaign=Software Engineer,"St. Louis, MO, USA",Interco,2025-Summer,,"Electronics,Manufacturing",101-250,$15-$15 /hr,"1. Currently pursuing or recently completed a technical degree
2. Exposure to design tools such as Figma
3. A strong eye for design and attention to detail
..."
QA Engineering Intern,10-03-2025,https://jobright.ai/jobs/info/67cf3803d69b1328faf4faee?utm_source=1099&utm_campaign=Software Engineer,United States,Reveleer,,,"Artificial Intelligence (AI),Health Care",251-500,$25-$25 /hr,"1. Currently enrolled in a degree in Computer Science, Information Technology, or a related field (undergraduate or graduate).
2. Experience with at least one scripting language (e.g., JavaScript, Python).
3. Basic understanding of software development life cycles (SDLC) and testing methodologies.
..."
Software Development Internship - Summer 2025,10-03-2025,https://jobright.ai/jobs/info/67cf042cefd5f485207c8a1d?utm_source=1099&utm_campaign=Software Engineer,"West Des Moines, IA",Telligen,2025-Summer,2025 / 2026,Health Care,501-1000,,"1. Must be currently enrolled in an Iowa college or university seeking a degree in Computer Engineering, Software Engineering, Computer Science, MIS, or a related field.
2. Basic Java skills required.
3. Current GPA of 3.0 or higher required.
..."
"Software Intern, Cross platform application development",10-03-2025,https://jobright.ai/jobs/info/67cefc2960d1cff9791c08e8?utm_source=1099&utm_campaign=Software Engineer,"Burlington, MA",United Imaging Intelligence,,,"Health Care,Health Diagnostics",,,"1. Currently pursuing a MS in Computer Science, Computer Engineering, Electrical Engineering, or other related fields.
2. Experience react native application for iOS, Android, and Windows
3. Strong understanding of JavaScript/TypeScript and React native fundamentals and experience working with React native for mobiles
..."
"Intern, System Software Engineer - CXL",10-03-2025,https://jobright.ai/jobs/info/67921e4650d2bdc6ce7f1a79?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
San Jose, CA
San Jose, California, United States",Samsung Semiconductor,Summer,,Semiconductor,10000+,$28-$62 /hr,"1. Currently pursuing Bachelor's, Master's, or PhD in Computer Science, Computer Architecture or related field
2. Must have at least 1 academic quarter/semester remaining
3. Strong software engineering skills with efficient, maintainable and testable C/C++/Python is required
..."
Software Engineer Intern - OHAI (Multiple Locations),10-03-2025,https://jobright.ai/jobs/info/67cedc4a8704698e2dd6353e?utm_source=1099&utm_campaign=Software Engineer,United States,Oracle,2025-Summer,2025,"Data Governance,Data Management",10000+,,"1. Must be enrolled in a Bachelor’s or Master's degree program in Computer Science or an equivalent science/engineering field during the 2024-2025 school year.
2. Must be enrolled in a university prior to and following internship completion.
3. Have completed at least your junior year toward your undergraduate degree, or higher, by summer 2025.
..."
"Software Engineer Intern, Advanced Rail Technology",09-03-2025,https://jobright.ai/jobs/info/67e10ec1857e7cc3c889126d?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Fort Worth, TX
Leased Off - Fort Worth, TX - 397
Ft. Worth","Progress Rail, A Caterpillar Company",,,"Machinery Manufacturing,Manufacturing",10000+,,"1. Currently enrolled in a Bachelor’s or Master’s program in Computer Science, Software Engineering, Information Technology, or a related field.
2. Basic proficiency in at least one programming language
3. Strong problem-solving skills and an analytical mindset
..."
"Test Engineer Intern, Advanced Rail Technology",09-03-2025,https://jobright.ai/jobs/info/67e0e7dd9bb4a85ab2bcaa85?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Fort Worth, TX
Ft. Worth
Leased Off - Fort Worth, TX - 397","Progress Rail, A Caterpillar Company",,,"Machinery Manufacturing,Manufacturing",10000+,,"1. Currently enrolled in a Bachelor’s or Master’s program in Computer Science, Software Engineering, Information Technology, Systems Engineering, or a related technical field
2. Basic understanding of software QA methodologies, tools, and processes
3. Strong analytical skills and attention to detail
..."
Archer Undergrad Intern,09-03-2025,https://jobright.ai/jobs/info/67cb7d75a57b2ca64c0188d8?utm_source=1099&utm_campaign=Software Engineer,"Overland Park, KS",Archer Integrated Risk Management,,,"Consulting,Information Technology",501-1000,,"1. Currently enrolled in an undergraduate program
2. Understanding of quality engineering principles
3. Ability to execute tests, methods, and procedures to ensure quality assurance
..."
"IDT Applications Developer Intern - Coralville, Iowa (Remote)",08-03-2025,https://jobright.ai/jobs/info/6752eabc6fbb6ac3cf94bb17?utm_source=1099&utm_campaign=Software Engineer,"Coralville, IA",Integrated DNA Technologies,,,"Biotechnology,Genetics",501-1000,,"1. Pursuing (or already obtained) an Associate’s or Bachelor’s degree in Computer Science, Information Technology, or related field.
2. Basic understanding of software development principles and methodologies.
3. Excellent communication skills (both written and verbal)."
IT Programming Intern I,07-03-2025,https://jobright.ai/jobs/info/67d3fe4f0506b03ad76f07e3?utm_source=1099&utm_campaign=Software Engineer,"Vancouver, WA",RS Medical,2025-Summer,,"Health Care,Medical",101-250,$16.75-$16.75 /hr,"1. 0-6 Months of prior professional IT Experience
2. Completion of at least 1 year of College-Level Programming (C++, Java, or other similar language)
3. Technology: the candidate should have a good grasp of the following technology stack
..."
Software Engineering Internship,07-03-2025,https://jobright.ai/jobs/info/67cbf25a512694baa81fff1d?utm_source=1099&utm_campaign=Software Engineer,"Atlanta, GA",Brightwell,,,"Enterprise Software,Financial Services",51-100,$20-$20 /hr,"1. Undergraduate students majoring in Software Engineering, Computer Science, or similar
2. Rising seniors and/or rising juniors only
3. Working knowledge of basic software development
..."
Intern- Application Developer ,07-03-2025,https://jobright.ai/jobs/info/67f6237213731bda1167d967?utm_source=1099&utm_campaign=Software Engineer,"Houston, TX, USA",Boardwalk Pipelines,,,Oil and Gas,1001-5000,,"1. Knowledge of developing/supporting enterprise/desktop applications
2. Knowledge of programming languages and techniques
3. Understanding of project management methodologies
..."
Solutions Engineer Intern,07-03-2025,https://jobright.ai/jobs/info/67a98c7276d358d8f8504bee?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Miami, FL
Pittsburgh, PA
Princeton, NJ
Newark, NJ",TransPerfect,,,"Language Learning,Service Industry",5001-10000,$18-$21 /hr,"1. General knowledge of web application development, SOA, and how web services work
2. General knowledge on how to troubleshoot application issues in a multi-tiered system, and TSQL scripting
3. General knowledge of and course-work experience in the field
..."
Solutions Engineer Intern,07-03-2025,https://jobright.ai/jobs/info/67a98c7276d358d8f8504748?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Atlanta, GA
Dallas, TX",TransPerfect,,,"Language Learning,Service Industry",5001-10000,,"1. General knowledge of web application development, SOA, and how web services work
2. General knowledge on how to troubleshoot application issues in a multi-tiered system, and TSQL scripting
3. General knowledge of and course-work experience in the field
..."
*Internship* Engineering Intern,07-03-2025,https://jobright.ai/jobs/info/67cb42a03aae52c9210ee5db?utm_source=1099&utm_campaign=Software Engineer,"Birmingham, AL",AutoTec,,,"Automotive,Information Technology",101-250,,"1. Currently enrolled in a degree program related to Software Engineering or Computer Science
2. Familiarity with web application development
3. Basic understanding of backend or frontend technologies
..."
Cloud Infrastructure Engineering Associate - Summer Internship 2025,07-03-2025,https://jobright.ai/jobs/info/6712cafa5e5760036df5deb3?utm_source=1099&utm_campaign=Software Engineer,"Little Chute, WI",Heartland Business Systems,,,"Consulting,Information Services",501-1000,,"1. Enrolled in a university majoring in an IT-related field.
2. Minimum 3.5 GPA."
Cloud Engineering Intern - Summer 2025,07-03-2025,https://jobright.ai/jobs/info/67cac64a38334d46717e01f7?utm_source=1099&utm_campaign=Software Engineer,"1137 Innovation Way, Sunnyvale, CA, 94089, US",Juniper Networks,2025-Summer,2025-December,"Communication Hardware,DevOps",5001-10000,,"1. A strong interest in cloud engineering and related development, exemplified by a solid grasp of concepts in: Databases like Relational Databases, No-SQL Databases
2. Strong understanding of ElasticSearch and Kafka
3. Strong fundamental computer science skills, e.g. algorithms, distributed systems, data structures, object-oriented programming, including: Strong programming and debugging skills in Python, Go, Java
..."
Software Engineering Intern - Network Security Group (Summer 2025),07-03-2025,https://jobright.ai/jobs/info/67cac64a38334d46717e01f6?utm_source=1099&utm_campaign=Software Engineer,"1137 Innovation Way, Sunnyvale, CA, 94089, US",Juniper Networks,2025-Summer,2025-December,"Communication Hardware,DevOps",5001-10000,,"1. Currently pursuing a MS or PhD in EE/CE/CS, graduating December 2023 or later
2. Strong programming fundamentals (e.g., C/C++, Python or other programming language), including the design and implementation of algorithms.
3. Effective verbal and written communication; team player.
..."
"Software Engineer Intern, Summer 2025",06-03-2025,https://jobright.ai/jobs/info/67ca9ee8ab2e108e8576a762?utm_source=1099&utm_campaign=Software Engineer,"Los Angeles, CA",Centerfield,2025-June,2025-Spring,"Advertising,Marketing Automation",1001-5000,$30-$30 /hr,"1. Eagerness to learn!
2. Someone who wants to jump in and learn new skills and immediately apply them to real world problems and products
3. Rising seniors or new graduates who expect to complete their degree in Spring 2025 or those in relevant bootcamps
..."
"Cloud Engineer Internship, CRD, Charles River Development",06-03-2025,https://jobright.ai/jobs/info/67f274b56b87e00b8a519eab?utm_source=1099&utm_campaign=Software Engineer,"Burlington, MA",Charles River Development,,,"Computer,SaaS",501-1000,$16K-$58K /yr,"1. Currently pursuing a BS degree in Technology, or a related discipline.
2. Strong written and verbal communication skills, with the ability to clearly articulate ideas and solutions.
3. Interest in cloud technologies.
..."
Computer Programming Research and Development Intern,06-03-2025,https://jobright.ai/jobs/info/67ca845b19fb030270a347c6?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
University Park, PA
Penn State University Park",Penn State University,Summer,,,10000+,,"1. Current Penn State employee or student, or external applicant
2. Undergraduates pursuing degrees in Computer Science, Information Science and Technology, and Engineering
3. Ability to work up to 20 hours/week during the fall and spring semesters and 40 hours/week over the summer
..."
Simulation Engineering Intern,06-03-2025,https://jobright.ai/jobs/info/67ca0f44b359d048cc22c496?utm_source=1099&utm_campaign=Software Engineer,"San Carlos, CA",Robust.AI,,,"Artificial Intelligence (AI),Robotics",Nov-50,,"1. Python programming (strong foundation required)
2. Experience with creating animations (Python or web-technologies)
3. Undergraduate or graduate students in Computer Science, Robotics, Industrial Engineering, Operations Research, or related fields
..."
"Co-op -Embedded Test Engineer -Murrysville, PA June -December 2025",06-03-2025,https://jobright.ai/jobs/info/67c9dc31cd21539c53005f33?utm_source=1099&utm_campaign=Software Engineer,Pittsburgh,Philips,2025-June,,"B2B,Consumer Electronics",10000+,$25-$28 /hr,"1. Currently pursuing a degree in Computer Science, Electrical Engineering, Biomedical Engineering, or a related field
2. Knowledge of C#
3. Completed at least 1 year of university coursework and/or have previous internship/co-op experience
..."
Membership Technology Bachelor's Intern,06-03-2025,https://jobright.ai/jobs/info/67c9fd9efaed535026ea8189?utm_source=1099&utm_campaign=Software Engineer,"Pleasanton, CA",Kaiser Permanente,2025-Summer,2025,"Health Care,Hospital",1001-5000,,"1. High School Diploma or General Education Development (GED) required.
2. Pursuing a bachelors degree or have graduated with a Bachelors degree from an accredited university within the last year.
3. Aptitude to perform data and process analytics and formulating solutions
..."
"Software Engineering Intern, Integrations Platform ",06-03-2025,https://jobright.ai/jobs/info/67c9d2b82e7a1e3055427028?utm_source=1099&utm_campaign=Software Engineer,"San Francisco, California, United States",Cisco ThousandEyes,Summer,,"Cloud Computing,Cloud Infrastructure",1001-5000,,"1. You are pursuing a technical masters degree or have equivalent experience with a strong foundation in the fundamentals of computer science -OR- pursuing a software/coding boot camp (or educational training program) and/or technical associates degree with a strong foundation in the fundamentals of computer science.
2. You strive to solve complex problems in microservices architecture
3. You are familiar with programming languages like Java or Kotlin
..."
Software Engineer Intern,05-03-2025,https://jobright.ai/jobs/info/67c9556e16b2ff62dca67166?utm_source=1099&utm_campaign=Software Engineer,Asbury Park,Solar Landscape,,,"Clean Energy,Energy",101-250,,"1. Currently pursuing a Bachelor’s or Master’s degree in Computer Science, Software Engineering, or a related field.
2. Proficiency in at least one programming language (e.g., Python, Java, JavaScript).
3. Familiarity with software development processes, version control (e.g., Git), and databases (SQL or NoSQL).
..."
QA Internship,05-03-2025,https://jobright.ai/jobs/info/67f276c46b87e00b8a51a23d?utm_source=1099&utm_campaign=Software Engineer,"Salt Lake City, UT",Lucid Software,2025-April,,"Enterprise Software,Mobile Apps",1001-5000,,"1. Ability to be organized, detail-oriented, and thorough
2. Strong curiosity, creativity and tenacity toward imagining use cases and software functionality
3. Passionate about quality and empathetic toward the user experience
..."
Technical Intern 1,05-03-2025,https://jobright.ai/jobs/info/67c8ef26cebcfd1e240a15e2?utm_source=1099&utm_campaign=Software Engineer,Manassas Virginia,BAE Systems,2025-Summer,,"Aerospace,Manufacturing",5001-10000,$41140-$57217 /yr,"1. Enrolled in a Bachelor or Master Degree program in Computer, Software or Electrical Engineering
2. Proficiency with programming in C/C++
3. Interest in embedded processors (Raspberry-Pi, Arduino, etc.)
..."
Global Ops Excellence Intern,05-03-2025,https://jobright.ai/jobs/info/67c8facd62db9802bfc2703c?utm_source=1099&utm_campaign=Software Engineer,"Pawtucket, RI",Teknor Apex Company,,,"Chemical,Chemical Engineering",1001-5000,,"1. Currently enrolled in a degree program related to Engineering, or related STEM fields.
2. Demonstrated interest in programming or a willingness to learn Python.
3. Basic to intermediate knowledge of SQL or a willingness to learn.
..."
Software Engineer Intern,05-03-2025,https://jobright.ai/jobs/info/67c8c5068a5b756678daadec?utm_source=1099&utm_campaign=Software Engineer,United States,VGS,2025-Summer,2025-December / 2027-May,"Data Management,Financial Services",251-500,$20-$25 /hr,"1. Currently pursuing a Bachelor's or Master's degree in Computer Science, graduating between December 2025 and May 2027.
2. Proficient in Java and/or Python, demonstrated through coursework or prior internships.
3. Solid understanding of core computer science principles, including object-oriented design, data structures, and algorithms.
..."
"Software Development Engineer (Fall) Intern, Student Veteran Opportunity",05-03-2025,https://jobright.ai/jobs/info/67c89e64d8dfff2896184efe?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Herndon, Virginia, USA
Arlington, Virginia, USA
Sunnyvale, California, USA
East Palo Alto, California, USA
New York, New York, USA
Santa Clara, California, USA
Seattle, Washington, USA
Bellevue, Washington, USA
Redmond, Washington, USA",Amazon,2025-May,2025-December / 2027-June,"Crowdsourcing,Delivery",10000+,$99500-$200000 /yr,"1. Knowledge of programming languages such as C/C++, Python, Java or Perl
2. Are enrolled in a Bachelor's degree or above in Computer Science, Computer Engineering, Data Science, Electrical Engineering, or majors relating to these fields with a conferral date of December 2025-June 2027"
Intern - IT Software Development,04-03-2025,https://jobright.ai/jobs/info/67daa477dab868e70c5d1cc3?utm_source=1099&utm_campaign=Software Engineer,"West Lafayette, IN",Purdue Federal Credit Union,,,"Banking,Financial Services",101-250,,"1. Minimum High School or GED
2. Enrolled in a technology-related degree program at a college or university
3. 6 months hands-on experience from internships or financial services industry
..."
Flight Software Engineer Intern - Fall 2025,04-03-2025,https://jobright.ai/jobs/info/67c7ce7701e9e6b6c0afe984?utm_source=1099&utm_campaign=Software Engineer,"Long Beach, CA",Relativity Space,2025-Fall,2025,"3D Technology,Aerospace",501-1000,$31-$40 /hr,"1. Current Undergraduate or Graduate student earning degree in Computer Science or related technical field
2. Experience with Linux
3. Experience with networking
..."
(NSBE) Internship Program Recruiting,04-03-2025,https://jobright.ai/jobs/info/67c7c52a1f3fc8a58d1cc5bb?utm_source=1099&utm_campaign=Software Engineer,"Chicago, IL",Givelify,,,"Apps,Charity",01-Oct,,"1. Prior software development Internships or experience
2. High School degree
3. Basic software development proficiency
..."
Engineering Internships 2025,04-03-2025,https://jobright.ai/jobs/info/67c7908b684906ab34c548af?utm_source=1099&utm_campaign=Software Engineer,"New York, NY",Cockroach Labs,2025,2025-December / 2026-December / 2027-December,"Cloud Computing,Database",501-1000,$8250-$8750 /mon,"1. Are pursuing studies in Computer Science, Software Engineering, or a related technical field graduating between December 2025-December 2027.
2. Have had exposure to coursework on subjects like distributed systems, concurrency control, data replication, file systems, or SQL processing.
3. Are comfortable using programming languages like Go, C/C++, Java, and Python.
..."
Software Engineer Intern,04-03-2025,https://jobright.ai/jobs/info/67c7471abb5bb95e9fd006a5?utm_source=1099&utm_campaign=Software Engineer,"Durham, NC",Aspida,,,"Finance,Financial Services",51-100,,"1. Pursuing Bachelor’s or Master’s degree in Computer Science or related field
2. Proficiency in full stack development skills
3. Analytical, problem solving and organizational skills
..."
"Test Engineer Co-Op, PD",04-03-2025,https://jobright.ai/jobs/info/67c737c55e671d6f63de4d99?utm_source=1099&utm_campaign=Software Engineer,"Lawrence, MA, USA",Fresenius Medical Care,,,"Biotechnology,Health Care",10000+,,"1. Candidate for BS in Software Engineering, Computer Science, or Computer Engineering.
2. Programming experience
3. Technical knowledge in software development methodologies, design, and implementation.
..."
Software Engineer Intern (Cloud Native Infrastructure) - 2025 Summer (PhD),04-03-2025,https://jobright.ai/jobs/info/67c7471abb5bb95e9fd00934?utm_source=1099&utm_campaign=Software Engineer,"San Jose, CA",ByteDance,2025-May,2025,"Content,Data Mining",10000+,,"1. Currently pursuing a PhD degree in Computer Science or a related field
2. Able to commit to working for 12 weeks during Summer 2025
3. Experience with coding in Python, Java, Golang, C#, or C++
..."
Temporary/Miscellaneous - Technology and Innovation Internship - Enterprise Architecture,03-03-2025,https://jobright.ai/jobs/info/67f27f914e8fcbe7dc190c7a?utm_source=1099&utm_campaign=Software Engineer,"Gwinnett County, GA",Gwinnett County Public Schools,,,"Education,Primary Education",10000+,,"1. License and/or certification as appropriate to specific job may be required.
2. Educational requirements may vary depending on specific job performed.
3. Knowledge in area of employment and/or related work experience required.
..."
Embedded Engineering Intern,03-03-2025,https://jobright.ai/jobs/info/67c6a046824d2a935d65074e?utm_source=1099&utm_campaign=Software Engineer,"Houston, Texas",Enchanted Rock,,,"Electrical Distribution,Energy",101-250,,"1. Pursuing a Bachelor’s or Master’s Degree in Electrical Engineering from an ABET recognized program.
2. Communicates well with colleagues and customers, effectively and professionally.
3. Positive attitude and eagerness to learn and contribute.
..."
Intern -- Quality Assurance (Year Round),03-03-2025,https://jobright.ai/jobs/info/67c267a7366ce2418b1834ad?utm_source=1099&utm_campaign=Software Engineer,"Erwin, TN","BWX Technologies, Inc.",,,"Clean Energy,Industrial Engineering",5001-10000,$19-$26 /hr,"1. Must be a US Citizen (no dual citizenship).
2. Must be a currently enrolled student pursuing a B.S. degree.
3. Applicant must be willing to commit to working part time during the school year and full time during the summer and break periods.
..."
IT Software Engineer - Intern,02-03-2025,https://jobright.ai/jobs/info/67ecc3a700c9a31f29c1ae7f?utm_source=1099&utm_campaign=Software Engineer,"El Dorado, AR",Murphy Oil Corporation,,,"Enterprise Software,Oil and Gas",1001-5000,,"1. Currently pursuing or recently completed a Bachelor’s or Master’s degree in Computer Science, Information Technology, Software Engineering, or a related field.
2. Strong understanding of object-oriented programming (OOP) concepts and software development principles.
3. Proficiency in programming languages such as C#, Java, Python, JavaScript, or similar.
..."
"Embedded Software Developer, Network/Payload Software — Intern (Spring 2025)",02-03-2025,https://jobright.ai/jobs/info/6749847880c22745be53ca86?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
San Francisco, CA
San Francisco",Astranis Space Technologies,2025-Spring,,"Aerospace,Internet",251-500,$29-$29 /hr,"1. Currently pursuing a B.S. or M.S. in Computer Science, Electrical or Computer Engineering, Aerospace or equivalent technical degree
2. Experience with C++, Python and scripting language(s)
3. Demonstrated ability to personally design, write, and test software from scratch
..."
"Methods and Tools for Performance Modeling, Measurement, Analysis, Evaluation, and Prediction",02-03-2025,https://jobright.ai/jobs/info/67c57c1e465115b1ee65839a?utm_source=1099&utm_campaign=Software Engineer,"Santa Clara County, CA",ORAU,,,Universities,501-1000,,"1. Doctoral Degree
2. Broad background in computing
3. Strong knowledge of algorithms, numerical techniques, and computational methods
..."
Software Engineer Co-Op,01-03-2025,https://jobright.ai/jobs/info/67c0889f6f1925ec0523f47f?utm_source=1099&utm_campaign=Software Engineer,"Chestnut Ridge, NY",Teledyne Technologies Incorporated,,,"Electronics,Energy",5001-10000,$49300-$65700 /yr,"1. Engineering student working towards Bachelors or Masters in Software Engineering, Computer Science, or Electrical Engineering.
2. Proficient in the use/working knowledge of Python
3. Have a deep understanding of data structures and algorithms
..."
Software Engineer Intern - Customer Success Services,28-02-2025,https://jobright.ai/jobs/info/67c2390f59611251694466eb?utm_source=1099&utm_campaign=Software Engineer,"Redwood City, CA, United States",Oracle,,,"Data Governance,Data Management",10000+,,"1. Applicants are required to read, write, and speak the following languages: English
2. Hiring bachelor’s and master’s interns and graduates with a diverse set of skills and experiences"
Backend Developer Summer Intern,28-02-2025,https://jobright.ai/jobs/info/67c24110e525c3192c86fbb9?utm_source=1099&utm_campaign=Software Engineer,"New York, New York",Eulerity,June,,"Advertising,Internet",51-100,$16-$18 /hr,"1. At least 1 year of experience building backend solutions with Java
2. Currently a student based in the NYC tri-state area
3. Able to commit 40 hours per week"
Software Development Test Engineer Intern (Monetization Technology - Ads Quality - Measurement) - 2025 Project Intern (BS/MS),28-02-2025,https://jobright.ai/jobs/info/67c1dba21b65c5ee35a9af1c?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
San Jose, CA
San Jose",TikTok,,2025-December,"Content Creators,Content Discovery",10000+,$35-$35 /hr,"1. Currently pursuing a Bachelor's or Master's in Software Development, Computer Science, Computer Engineering, or a related technical discipline.
2. Able to commit to working for 12 weeks with the team.
3. Must obtain work authorization in the country of employment at the time of hire, and maintain ongoing work authorization during employment."
Software Developer Intern,28-02-2025,https://jobright.ai/jobs/info/67be39939a4703b92b37d422?utm_source=1099&utm_campaign=Software Engineer,"Durham, NC",Aspida,Summer,,"Finance,Financial Services",51-100,,"1. Bachelor’s degree in Computer Science
2. Technical knowledge in Java Script, API, SQL
3. Strong verbal and written communications.
..."
INFORMATION TECHNOLOGY INTERN,28-02-2025,https://jobright.ai/jobs/info/67c19aea48ac2305fff7b1f1?utm_source=1099&utm_campaign=Software Engineer,"Kansas, United States",Salina Regional Health Center,,,"Health Care,Hospital",1001-5000,,"1. Enrolled in a degree-granting program with some experience or technical knowledge of IT infrastructure, application support/development, database administration, information security, or data analytics.
2. Basic technical skills and aptitude to learn technology to help support ITS staff and customers."
Android Developer - Internship,27-02-2025,https://jobright.ai/jobs/info/67dd534f2baafaa4641dce3a?utm_source=1099&utm_campaign=Software Engineer,"Chicago, IL","Digital Factory, Inc.",,,"Advertising,Banking",Nov-50,,"1. Knowledge of iOS back-end services
2. Knowledge of Apple’s design principles and application interface guidelines
3. Proficient in code versioning tools including Git
..."
